20;2;2732;27724
20;3;2678;27458
21;1;2501;27503
21;2;2678;27458
22;1;2501;27503
22;2;2369;27022
22;3;2344;26951
22;4;2211;26702
23;1;2501;27503
23;2;2561;27841
23;3;2624;28185
23;4;2647;28308
24;1;2862;32290
24;2;3018;32317
24;3;3437;32192
25;1;2862;32290
25;2;2924;32484
25;3;2970;32676
25;4;3156;33256
25;5;3214;33418
25;6;3273;33546
25;7;3366;33715
25;8;3469;33881
25;9;3554;33992
25;10;3621;34076
25;11;3731;34196
25;12;3902;34357
25;13;4061;34486
25;14;4265;34637
25;15;4637;34887
25;16;4931.9;35053.1
25;17;5120;35164
26;1;2862;32290
26;2;2776.8;32043.5
26;3;2751;31952
26;4;2739;31875
26;5;2728;31765
26;6;2728;31696
26;7;2732;31621
26;8;2753;31521
26;9;2791;31427
26;10;2860;31283
26;11;2885;31214
26;12;2924;31083
26;13;3016;30822
26;14;3033;30747
26;15;3039;30409
26;16;3028;30261
26;17;3006;30158
27;1;2862;32290
27;2;2762;32290
27;3;2528;32301
27;4;2301;32299
28;1;5120;35164
28;2;5826.4;35560.6
28;3;6099;35690
29;1;5120;35164
29;2;5147;35125
29;3;5193;35077
29;4;5287;35002
29;5;5341;34968
29;6;5412;34929
29;7;5513;34883
29;8;5579;34849
29;9;5600;34833
29;10;5729;34676
29;11;5846;34547
30;1;5120;35164
30;2;4931.9;35053.1
30;3;4637;34887
30;4;4265;34637
30;5;4061;34486
30;6;3902;34357
30;7;3731;34196
30;8;3621;34076
30;9;3554;33992
30;10;3469;33881
30;11;3366;33715
30;12;3273;33546
30;13;3214;33418
30;14;3156;33256
30;15;2970;32676
30;16;2924;32484
30;17;2862;32290
31;1;5120;35164
31;2;5085;35212
31;3;5049;35229
31;4;4991;35241
31;5;4843;35269
31;6;4803;35287
31;7;4513;35569
31;8;4155;35940
32;1;6351;28820
32;2;6455;29117.8
32;3;6509;29326.6
32;4;6549;29508
33;1;6351;28820
33;2;6624.3;28659.7
33;3;6827.6;28556.7
33;4;7052.8;28434.6
33;5;7766.7;28101.3
33;6;8036;27969
34;1;6351;28820
34;2;6163;28918
34;3;5740;29122
34;4;5462;29235
34;5;4607;29595
34;6;4276;29700
35;1;3437;32192
35;2;3018;32317
35;3;2862;32290
36;1;3437;32192
36;2;3652;32190
37;1;3437;32192
37;2;3500.2;31780.7
37;3;3462;31318
37;4;3817;30878
37;5;3708;30809
37;6;3685;30778
37;7;3652;30715
37;8;3598;30559
37;9;3567;30469
37;10;3558;30386
37;11;3554;30280
37;12;3565.7;30222.3
37;13;3614;30154
38;1;4071;30596
38;2;4976;30853
38;3;5062;30795
38;4;5421;30790
38;5;5656;30742
39;1;4071;30596
39;2;3665;30158
39;3;3614;30154
40;1;4071;30596
40;2;4232;30755
41;1;4232;30755
41;2;4411;30930
41;3;4697;31239
41;4;4787;31447
41;5;4803;31493
42;1;4232;30755
42;2;4071;30596
43;1;5656;30742
43;2;5421;30790
43;3;5062;30795
43;4;4976;30853
43;5;4071;30596
44;1;5656;30742
44;2;5727;31404
45;1;5656;30742
45;2;6357;30645
45;3;6670;30609
46;1;3652;32190
46;2;3437;32192
47;1;3652;32190
47;2;3857;32190
47;3;4115;32186
47;4;4340;32094
47;5;4497;32009
47;6;4617.3;31992.3
47;7;4697;31996
48;1;3652;32190
48;2;3819;32647
48;3;3917;32786
48;4;4013.2;32873.1
48;5;4122.1;32946.4
48;6;4245;32986.9
48;7;4497;33037
49;1;8036;27969
49;2;8061;27489
50;1;8036;27969
50;2;8960;27637
51;1;8036;27969
51;2;7766.7;28101.3
51;3;7052.8;28434.6
51;4;6827.6;28556.7
51;5;6624.3;28659.7
51;6;6351;28820
52;1;2678;27458
52;2;2947;27355
53;1;2678;27458
53;2;2618;27224
53;3;2859;27138
54;1;2678;27458
54;2;2501;27503
55;1;2678;27458
55;2;2732;27724
55;3;2789;28039
56;1;3166;27896
56;2;2947;27355
57;1;3166;27896
57;2;2789;28039
58;1;3166;27896
58;2;3270;27846
58;3;3331;27820
58;4;3742;27345
59;1;2211;26702
59;2;2344;26951
59;3;2369;27022
59;4;2501;27503
60;1;2211;26702
60;2;1508;25357
61;1;2211;26702
61;2;2634;26552
62;1;2947;27355
62;2;2678;27458
63;1;2947;27355
63;2;3166;27896
64;1;2947;27355
64;2;2859;27138
65;1;3742;27345
65;2;3857;27211
65;3;3929;27163
66;1;3742;27345
66;2;3331;27820
66;3;3270;27846
66;4;3166;27896
67;1;3742;27345
67;2;4128;27664
68;1;4128;27664
68;2;3742;27345
69;1;4128;27664
69;2;4380;27476
69;3;4399;27449
69;4;4403;27414
69;5;4253;27063
70;1;4128;27664
70;2;4048;27770
70;3;3602;28334
70;4;3435;28548
70;5;3018;28686
70;6;2980;28690
70;7;2960;28684
70;8;2935;28671
70;9;2908;28634
70;10;2899;28601
70;11;2789;28039
71;1;4253;27063
71;2;4109;27105
71;3;3963;27145
71;4;3929;27163
72;1;4253;27063
72;2;4824;26913
72;3;4904;26909
72;4;4979;26913
72;5;5033;26926
72;6;5275;27009
72;7;5467;27063
72;8;6322.4;27112
72;9;6480.2;27128
72;10;6637;27147
73;1;4253;27063
73;2;4403;27414
73;3;4399;27449
73;4;4380;27476
73;5;4128;27664
74;1;1508;25357
74;2;2211;26702
75;1;1508;25357
75;2;580;25708
76;1;1508;25357
76;2;2121;25336
76;3;2701;25293
76;4;3308;25259
76;5;3400;25230
76;6;3435;25280
76;7;3477;25439
76;8;3483;25489
76;9;3723;25493
76;10;3742;25505
76;11;3754;25528
76;12;3750;25578
76;13;3748;25616
76;14;3763;25664
76;15;3821;25808
76;16;3794;25893
76;17;3779;25912
76;18;3760;25924
76;19;3740;25925
76;20;3704;25927
76;21;3861;26242
76;22;3852;26262
76;23;3638;26463
77;1;1508;25357
77;2;1439;25188
77;3;1383;25019
77;4;1322;24779
77;5;1311.8;24409.6
77;6;1285;23319
78;1;6099;35690
78;2;5631;36345
79;1;6099;35690
79;2;6355;35337
79;3;6712;34868
79;4;6754;34816
79;5;6816;34735
79;6;6964;34536
80;1;6099;35690
80;2;6193;35721
80;3;6357;35763
80;4;6547;35805
80;5;6662;35821
81;1;6099;35690
81;2;5826.4;35560.6
81;3;5120;35164
82;1;5846;34547
82;2;5729;34676
82;3;5600;34833
82;4;5579;34849
82;5;5513;34883
82;6;5412;34929
82;7;5341;34968
82;8;5287;35002
82;9;5193;35077
82;10;5147;35125
82;11;5120;35164
83;1;5846;34547
83;2;5608;33934
84;1;5846;34547
84;2;6130.6;34239.1
84;3;6197.8;34128.2
84;4;6222.8;34064.8
84;5;6246;33966.1
84;6;6260.1;33884.6
84;7;6292.3;33710.5
84;8;6356.8;33334.9
84;9;6378;33195
85;1;4155;35940
85;2;4513;35569
85;3;4803;35287
85;4;4843;35269
85;5;4991;35241
85;6;5049;35229
85;7;5085;35212
85;8;5120;35164
86;1;2301;32299
86;2;2528;32301
86;3;2762;32290
86;4;2862;32290
87;1;5631;36345
87;2;6099;35690
88;1;6964;34536
88;2;6816;34735
88;3;6754;34816
88;4;6712;34868
88;5;6355;35337
88;6;6099;35690
89;1;6964;34536
89;2;7012.2;34462.7
89;3;7058.5;34374.3
89;4;7113.8;34241.4
89;5;7386;33529
90;1;6964;34536
90;2;7037;34584
90;3;7256;34781
90;4;7509;34927
91;1;6662;35821
91;2;6547;35805
91;3;6357;35763
91;4;6193;35721
91;5;6099;35690
92;1;6662;35821
92;2;7189;35838
92;3;7267;35842
92;4;7500;35913
92;5;7709;35986
92;6;8065;36115
92;7;8591;36355
93;1;5608;33934
93;2;5846;34547
94;1;5608;33934
94;2;5560;33815
94;3;5506;33679
94;4;5498;33633
95;1;6378;33195
95;2;6356.8;33334.9
95;3;6292.3;33710.5
95;4;6260.1;33884.6
95;5;6246;33966.1
95;6;6222.8;34064.8
95;7;6197.8;34128.2
95;8;6130.6;34239.1
95;9;5846;34547
96;1;6378;33195
96;2;5608;32743
97;1;6378;33195
97;2;6535;32363
98;1;6549;29508
98;2;6170;29558
99;1;6549;29508
99;2;6570.2;29682
99;3;6603;29896
100;1;6549;29508
100;2;6509;29326.6
100;3;6455;29117.8
100;4;6351;28820
101;1;6603;29896
101;2;6570.2;29682
101;3;6549;29508
102;1;6603;29896
102;2;6220;29933
103;1;6603;29896
103;2;6677.6;30566.2
103;3;6670;30609
104;1;8061;27489
104;2;8036;27969
105;1;8061;27489
105;2;8073.6;27279
105;3;8088;27059
106;1;8061;27489
106;2;7340;27443
107;1;8960;27637
107;2;8962;27743
107;3;8981;27797
107;4;9025;27864
107;5;9158;27960
107;6;9346;28073
107;7;9563;28100
107;8;9684;28148
108;1;8960;27637
108;2;9655;27389
108;3;9865;27324
108;4;9928;27287
108;5;9957;27264
108;6;10126;27207
108;7;10266;27179
109;1;8960;27637
109;2;8036;27969
110;1;8960;27637
110;2;8980.9;27596.9
110;3;9126.5;27319
110;4;9195.9;27169.9
110;5;9297;26933.9
110;6;9613;26273
111;1;4497;33037
111;2;4735;33062
111;3;4933;33062
111;4;5122;33037
111;5;5260;32999
112;1;4497;33037
112;2;4697;31996
113;1;4497;33037
113;2;4245;32986.9
113;3;4122.1;32946.4
113;4;4013.2;32873.1
113;5;3917;32786
113;6;3819;32647
113;7;3652;32190
114;1;4497;33037
114;2;4490;33078
114;3;4488;33118
114;4;4493;33193
114;5;4516;33300
114;6;4532;33352
114;7;4563;33423
114;8;4601;33494
114;9;4714;33638
114;10;4741;33663
114;11;4768;33686
114;12;4826;33723
114;13;4918;33761
114;14;4989;33783
114;15;5131;33819
114;16;5294;33857
114;17;5331;33840
114;18;5331.7;33839.2
114;19;5340;33829.8
114;20;5356.5;33810.7
114;21;5358;33809
114;22;5381;33752
114;23;5406;33612
114;24;5498;33633
115;1;4697;31996
115;2;4617.3;31992.3
115;3;4497;32009
115;4;4340;32094
115;5;4115;32186
115;6;3857;32190
115;7;3652;32190
116;1;4697;31996
116;2;4497;33037
117;1;4697;31996
117;2;4793;31556
117;3;4803;31493
118;1;4697;31996
118;2;5047;32073
118;3;5711;32203
119;1;5727;31404
119;2;5988;31387
119;3;6355;31460
119;4;6708;31531
120;1;5727;31404
120;2;5656;30742
121;1;5727;31404
121;2;5796;31948
121;3;5775;32075
122;1;5727;31404
122;2;5452;31435
122;3;4803;31493
123;1;6670;30609
123;2;6357;30645
123;3;5656;30742
124;1;6670;30609
124;2;6677.6;30566.2
124;3;6603;29896
125;1;6670;30609
125;2;6757;31303.9
125;3;6708;31531
126;1;6670;30609
126;2;7010;30578
126;3;7073;30582
126;4;7167;30613
126;5;7215;30642
126;6;7252;30676
126;7;7325;30826
126;8;7360;31020
126;9;7359.1;31073.9
126;10;7355;31116.4
126;11;7335.7;31178.1
126;12;7308;31226
126;13;7248;31295
127;1;4803;31493
127;2;4793;31556
127;3;4697;31996
128;1;4803;31493
128;2;5452;31435
128;3;5727;31404
129;1;4803;31493
129;2;4787;31447
129;3;4697;31239
129;4;4411;30930
129;5;4232;30755
130;1;5775;32075
130;2;6361;32186
130;3;6568;32225
131;1;5775;32075
131;2;5796;31948
131;3;5727;31404
132;1;5775;32075
132;2;5742;32211
133;1;6708;31531
133;2;6568;32225
134;1;6708;31531
134;2;6786.6;31548.7
134;3;6900;31475
134;4;7091;31364
134;5;7127;31356
134;6;7175;31341
134;7;7204;31324
134;8;7248;31295
135;1;6708;31531
135;2;6757;31303.9
135;3;6670;30609
136;1;6708;31531
136;2;6355;31460
136;3;5988;31387
136;4;5727;31404
137;1;7248;31295
137;2;7204;31324
137;3;7175;31341
137;4;7127;31356
137;5;7091;31364
137;6;6900;31475
137;7;6786.6;31548.7
137;8;6708;31531
138;1;7248;31295
138;2;7308;31226
138;3;7335.7;31178.1
138;4;7355;31116.4
138;5;7359.1;31073.9
138;6;7360;31020
138;7;7325;30826
138;8;7252;30676
138;9;7215;30642
138;10;7167;30613
138;11;7073;30582
138;12;7010;30578
138;13;6670;30609
139;1;5711;32203
139;2;5047;32073
139;3;4697;31996
140;1;5711;32203
140;2;5734;32069
140;3;5775;32075
141;1;5498;33633
141;2;5506;33679
141;3;5560;33815
141;4;5608;33934
142;1;5498;33633
142;2;5260;32999
143;1;5498;33633
143;2;5406;33612
143;3;5381;33752
143;4;5358;33809
143;5;5356.5;33810.7
143;6;5340;33829.8
143;7;5331.7;33839.2
143;8;5331;33840
143;9;5294;33857
143;10;5131;33819
143;11;4989;33783
143;12;4918;33761
143;13;4826;33723
143;14;4768;33686
143;15;4741;33663
143;16;4714;33638
143;17;4601;33494
143;18;4563;33423
143;19;4532;33352
143;20;4516;33300
143;21;4493;33193
143;22;4488;33118
143;23;4490;33078
143;24;4497;33037
144;1;5260;32999
144;2;5366;32970
144;3;5437;32930
144;4;5560;32801
144;5;5608;32743
145;1;5260;32999
145;2;5122;33037
145;3;4933;33062
145;4;4735;33062
145;5;4497;33037
146;1;5260;32999
146;2;5498;33633
147;1;7340;27443
147;2;8061;27489
148;1;7340;27443
148;2;7255.9;27516.7
148;3;7209.3;27539.2
148;4;7137.3;27551.9
148;5;7109.9;27546
148;6;6899;27236
149;1;7340;27443
149;2;7992;26853
150;1;8088;27059
150;2;8101;26861
151;1;8088;27059
151;2;8073.6;27279
151;3;8061;27489
152;1;8088;27059
152;2;8579;27087.6
152;3;8889;26992.8
152;4;8927;26922
153;1;10266;27179
153;2;10445;27556
154;1;10266;27179
154;2;10126;27207
154;3;9957;27264
154;4;9928;27287
154;5;9865;27324
154;6;9655;27389
154;7;8960;27637
155;1;10266;27179
155;2;10038;26713
155;3;9928;26577
155;4;9703;26354
156;1;10266;27179
156;2;10771;26965
157;1;10266;27179
157;2;10044.7;27349.8
157;3;9999.6;27428.1
157;4;9928.9;27588.2
157;5;9803;27871.3
157;6;9684;28148
158;1;9613;26273
158;2;9558.1;26217.9
159;1;9613;26273
159;2;9703;26354
160;1;9613;26273
160;2;9297;26933.9
160;3;9195.9;27169.9
160;4;9126.5;27319
160;5;8980.9;27596.9
160;6;8960;27637
161;1;9684;28148
161;2;9803;27871.3
161;3;9928.9;27588.2
161;4;9999.6;27428.1
161;5;10044.7;27349.8
161;6;10266;27179
162;1;9684;28148
162;2;9651;28215
163;1;9684;28148
163;2;9563;28100
163;3;9346;28073
163;4;9158;27960
163;5;9025;27864
163;6;8981;27797
163;7;8962;27743
163;8;8960;27637
164;1;2859;27138
164;2;2618;27224
164;3;2678;27458
165;1;2859;27138
165;2;2947;27355
166;1;2859;27138
166;2;3771;26788
167;1;2859;27138
167;2;2634;26552
168;1;2634;26552
168;2;2859;27138
169;1;2634;26552
169;2;2754.1;26510.7
169;3;3066;26400
169;4;3106;26398
169;5;3419;26427
169;6;3612;26452
169;7;3638;26463
170;1;2634;26552
170;2;2211;26702
171;1;3771;26788
171;2;2859;27138
172;1;3771;26788
172;2;3658;26488
172;3;3638;26463
173;1;3771;26788
173;2;3878.7;27059.8
173;3;3929;27163
174;1;3929;27163
174;2;3857;27211
174;3;3742;27345
175;1;3929;27163
175;2;3963;27145
175;3;4109;27105
175;4;4253;27063
176;1;3929;27163
176;2;3878.7;27059.8
176;3;3771;26788
177;1;1285;23319
177;2;1285;23174
178;1;1285;23319
178;2;1685.8;22936.5
178;3;1721;22786
179;1;1285;23319
179;2;1311.8;24409.6
179;3;1322;24779
179;4;1383;25019
179;5;1439;25188
179;6;1508;25357
180;1;580;25708
180;2;1508;25357
181;1;3638;26463
181;2;3612;26452
181;3;3419;26427
181;4;3106;26398
181;5;3066;26400
181;6;2754.1;26510.7
181;7;2634;26552
182;1;3638;26463
182;2;3658;26488
182;3;3771;26788
183;1;3638;26463
183;2;3852;26262
183;3;3861;26242
183;4;3704;25927
183;5;3740;25925
183;6;3760;25924
183;7;3779;25912
183;8;3794;25893
183;9;3821;25808
183;10;3763;25664
183;11;3748;25616
183;12;3750;25578
183;13;3754;25528
183;14;3742;25505
183;15;3723;25493
183;16;3483;25489
183;17;3477;25439
183;18;3435;25280
183;19;3400;25230
183;20;3308;25259
183;21;2701;25293
183;22;2121;25336
183;23;1508;25357
184;1;6637;27147
184;2;6733.9;27156.5
184;3;6812.1;27182.2
184;4;6899;27236
185;1;6637;27147
185;2;6453;27069.5
185;3;6434;27040.4
185;4;6432;26859
186;1;6637;27147
186;2;6480.2;27128
186;3;6322.4;27112
186;4;5467;27063
186;5;5275;27009
186;6;5033;26926
186;7;4979;26913
186;8;4904;26909
186;9;4824;26913
186;10;4253;27063
187;1;6432;26859
187;2;6434;27040.4
187;3;6453;27069.5
187;4;6637;27147
188;1;6432;26859
188;2;6689.3;26862.9
188;3;6789;26888
189;1;6432;26859
189;2;6430;26340.7
189;3;6607;26070.3
189;4;6668;25955.4
189;5;6681;25870.5
189;6;6678;25597
190;1;6899;27236
190;2;6812.1;27182.2
190;3;6733.9;27156.5
190;4;6637;27147
191;1;6899;27236
191;2;7048;27132
192;1;6899;27236
192;2;7109.9;27546
192;3;7137.3;27551.9
192;4;7209.3;27539.2
192;5;7255.9;27516.7
192;6;7340;27443
193;1;1285;23174
193;2;332;23966
194;1;1285;23174
194;2;1285;23319
195;1;1285;23174
195;2;1721;22786
196;1;1285;23174
196;2;1285;22585
197;1;7386;33529
197;2;7508.7;33189.7
197;3;7757;32563
198;1;7386;33529
198;2;7698;33635
198;3;8091;33948
199;1;7386;33529
199;2;7113.8;34241.4
199;3;7058.5;34374.3
199;4;7012.2;34462.7
199;5;6964;34536
200;1;7509;34927
200;2;7552;34866
200;3;7623;34741
200;4;8091;33948
201;1;7509;34927
201;2;7663;35012
201;3;7663;35012
202;1;7509;34927
202;2;7256;34781
202;3;7037;34584
202;4;6964;34536
203;1;8591;36355
203;2;8589;36295
203;3;8581;36249
203;4;8566;36205
203;5;8545;36167
203;6;8520;36115
203;7;8490.3;35996.8
203;8;8476;35876
204;1;8591;36355
204;2;8795;36447
204;3;8893;36503
204;4;8985;36562
204;5;9089;36645
204;6;9357;36866
205;1;8591;36355
205;2;8065;36115
205;3;7709;35986
205;4;7500;35913
205;5;7267;35842
205;6;7189;35838
205;7;6662;35821
206;1;8591;36355
206;2;8597;36470
206;3;8578;36603
206;4;8478;37046
207;1;6535;32363
207;2;6568;32225
208;1;6535;32363
208;2;6378;33195
209;1;6535;32363
209;2;6357;32330
209;3;5742;32211
210;1;5608;32743
210;2;6378;33195
211;1;5608;32743
211;2;5560;32801
211;3;5437;32930
211;4;5366;32970
211;5;5260;32999
212;1;5608;32743
212;2;5665;32611
212;3;5686.8;32527
212;4;5742;32211
213;1;7757;32563
213;2;7508.7;33189.7
213;3;7386;33529
214;1;7757;32563
214;2;8072;32706
214;3;8535;32992.4
214;4;8654;33060
215;1;7757;32563
215;2;7928;32105
216;1;8091;33948
216;2;7698;33635
216;3;7386;33529
217;1;8091;33948
217;2;7623;34741
217;3;7552;34866
217;4;7509;34927
218;1;8091;33948
218;2;8172;34007
218;3;8209;34019
218;4;8261;34025
219;1;8091;33948
219;2;8365;33496.3
219;3;8467.4;33334.3
219;4;8654;33060
220;1;7663;35012
220;2;7663;35012
220;3;7509;34927
221;1;7663;35012
221;2;7755;34864
221;3;8261;34025
222;1;7663;35012
222;2;7629;35081
222;3;7625;35112
222;4;7632;35135
222;5;7725;35181
222;6;7823;35239
222;7;7901;35292
222;8;7980;35354
222;9;8091;35450
222;10;8168;35508
222;11;8314;35513
222;12;8447;35427
223;1;9357;36866
223;2;9089;36645
223;3;8985;36562
223;4;8893;36503
223;5;8795;36447
223;6;8591;36355
224;1;9357;36866
224;2;9932;36280
224;3;9978;36229
225;1;9357;36866
225;2;9930;37321
225;3;11086;38245
225;4;11319;38375
225;5;11449;38429
225;6;11534;38457
225;7;11670;38490
225;8;12335;38626
226;1;8476;35876
226;2;8491.9;35531.5
226;3;8447;35427
227;1;8476;35876
227;2;8490.3;35996.8
227;3;8520;36115
227;4;8545;36167
227;5;8566;36205
227;6;8581;36249
227;7;8589;36295
227;8;8591;36355
228;1;8476;35876
228;2;8635;35867
229;1;8478;37046
229;2;8578;36603
229;3;8597;36470
229;4;8591;36355
230;1;5742;32211
230;2;5775;32075
231;1;5742;32211
231;2;5686.8;32527
231;3;5665;32611
231;4;5608;32743
232;1;5742;32211
232;2;5711;32203
233;1;6568;32225
233;2;6708;31531
234;1;6568;32225
234;2;6535;32363
235;1;6170;29558
235;2;6220;29933
236;1;6170;29558
236;2;6549;29508
237;1;6220;29933
237;2;6170;29558
238;1;6220;29933
238;2;6603;29896
239;1;8101;26861
239;2;8088;27059
240;1;8101;26861
240;2;7992;26853
241;1;8927;26922
241;2;8705.2;26810.7
241;3;8539.4;26659.9
241;4;8510.3;26618.6
241;5;8497.2;26588.5
241;6;8503.1;26569.7
241;7;8687;26410
242;1;8927;26922
242;2;9115.1;26567.2
242;3;8937;26262
243;1;8927;26922
243;2;8889;26992.8
243;3;8579;27087.6
243;4;8088;27059
244;1;9651;28215
244;2;9515;28521
245;1;9651;28215
245;2;9807;28206
245;3;9882;28217
245;4;9930;28238
245;5;10026;28256
245;6;10303;28265
245;7;10871;28300
246;1;9651;28215
246;2;9684;28148
247;1;9703;26354
247;2;9613;26273
248;1;9703;26354
248;2;9934;25708
249;1;9703;26354
249;2;9928;26577
249;3;10038;26713
249;4;10266;27179
250;1;10445;27556
250;2;10266;27179
251;1;10445;27556
251;2;11266.3;27182.4
251;3;11747;26944
252;1;10445;27556
252;2;10529;27730
253;1;10771;26965
253;2;10266;27179
254;1;10771;26965
254;2;10714.3;26833.1
254;3;10372;26081
255;1;10771;26965
255;2;10875;26921
256;1;9558.1;26217.9
256;2;9613;26273
257;1;9558.1;26217.9
257;2;9342;25989
258;1;9558.1;26217.9
258;2;9583.8;26163.3
258;3;9662.2;25994.1
258;4;9742.6;25829.9
258;5;9770.1;25669
258;6;9778;25647.7
258;7;9797;25641.6
258;8;9945;25664
259;1;7048;27132
259;2;6899;27236
260;1;7048;27132
260;2;6921.3;26938.6
260;3;6789;26888
261;1;7048;27132
261;2;7748;26613
262;1;7992;26853
262;2;8001;26725
263;1;7992;26853
263;2;7340;27443
264;1;8001;26725
264;2;7799.4;26631.4
264;3;7748;26613
265;1;8001;26725
265;2;8122;26736
266;1;11747;26944
266;2;11957;27251
267;1;11747;26944
267;2;11987;26784
268;1;10529;27730
268;2;10445;27556
269;1;9934;25708
269;2;9703;26354
270;1;9934;25708
270;2;9978;25726
270;3;10153;25781
271;1;9934;25708
271;2;9945;25664
272;1;10875;26921
272;2;11536;26631
273;1;10875;26921
273;2;10771;26965
274;1;10875;26921
274;2;10756;26208
275;1;10372;26081
275;2;10714.3;26833.1
275;3;10771;26965
276;1;10372;26081
276;2;10253;25820
277;1;10372;26081
277;2;10704;25927
278;1;9342;25989
278;2;9558.1;26217.9
279;1;9342;25989
279;2;9160;25791
280;1;9342;25989
280;2;9201.5;26110
280;3;8937;26262
281;1;9945;25664
281;2;10018.1;25444.6
281;3;10103.4;25189.3
281;4;10145;25059
281;5;10458;24006
282;1;9945;25664
282;2;9934;25708
283;1;9945;25664
283;2;9797;25641.6
283;3;9778;25647.7
283;4;9770.1;25669
283;5;9742.6;25829.9
283;6;9662.2;25994.1
283;7;9583.8;26163.3
283;8;9558.1;26217.9
284;1;9515;28521
284;2;9930;28714.4
284;3;10725;29084
285;1;9515;28521
285;2;9651;28215
286;1;9515;28521
286;2;9185;29247
287;1;10871;28300
287;2;10303;28265
287;3;10026;28256
287;4;9930;28238
287;5;9882;28217
287;6;9807;28206
287;7;9651;28215
288;1;10871;28300
288;2;11152;28805
289;1;10871;28300
289;2;11645;28336
290;1;332;23966
290;2;1285;23174
291;1;1285;22585
291;2;1285;23174
292;1;1285;22585
292;2;1149;22535
292;3;864;22464
292;4;330;22218
293;1;1285;22585
293;2;1523;22654
293;3;1568;22660
293;4;1662;22662
293;5;1775;22652
293;6;1852;22642
293;7;1902;22629
294;1;1285;22585
294;2;1274;22030
294;3;1258;21641
294;4;1253;21121
294;5;1251;21004
294;6;1256;20858
294;7;1266;20744
294;8;1283;20606
294;9;1301;20510
294;10;1322;20402
294;11;1337;20343
294;12;1450;19907
294;13;1727;18877
295;1;1721;22786
295;2;1285;23174
296;1;1721;22786
296;2;1685.8;22936.5
296;3;1285;23319
297;1;1721;22786
297;2;1902;22629
298;1;1902;22629
298;2;2376;22225
298;3;2791;21874
298;4;2882;21801
298;5;3035;21666
299;1;1902;22629
299;2;1721;22786
300;1;1902;22629
300;2;1852;22642
300;3;1775;22652
300;4;1662;22662
300;5;1568;22660
300;6;1523;22654
300;7;1285;22585
301;1;6678;25597
301;2;6674;25288
302;1;6678;25597
302;2;7375;25451
303;1;6678;25597
303;2;6681;25870.5
303;3;6668;25955.4
303;4;6607;26070.3
303;5;6430;26340.7
303;6;6432;26859
304;1;6789;26888
304;2;6689.3;26862.9
304;3;6432;26859
305;1;6789;26888
305;2;6921.3;26938.6
305;3;7048;27132
306;1;6789;26888
306;2;6910.5;26515.2
306;3;7425;26246
307;1;7425;26246
307;2;6910.5;26515.2
307;3;6789;26888
308;1;7425;26246
308;2;7749.8;26556.7
308;3;7748;26613
309;1;7425;26246
309;2;7408;26229
309;3;7405;25852
309;4;7380.1;25793.6
309;5;7375;25451
310;1;6674;25288
310;2;6678;25597
311;1;6674;25288
311;2;6678;25194
311;3;6681;24961
311;4;6808;24646
312;1;6674;25288
312;2;6293;25282
312;3;6295;24400
312;4;6339;24221
313;1;6674;25288
313;2;6950;25315
313;3;7215;25338
